group	artifact	version	files
io.gitlab.arturbosch.detekt	detekt-rules-exceptions	1.23.7	detekt-rules-exceptions-1.23.7.jar,detekt-rules-exceptions-1.23.7.module,detekt-rules-exceptions-1.23.7.pom
io.gitlab.arturbosch.detekt	detekt-rules-naming	1.23.7	detekt-rules-naming-1.23.7.jar,detekt-rules-naming-1.23.7.module,detekt-rules-naming-1.23.7.pom
io.gitlab.arturbosch.detekt	detekt-rules-performance	1.23.7	detekt-rules-performance-1.23.7.jar,detekt-rules-performance-1.23.7.module,detekt-rules-performance-1.23.7.pom
io.gitlab.arturbosch.detekt	detekt-rules-style	1.23.7	detekt-rules-style-1.23.7.jar,detekt-rules-style-1.23.7.module,detekt-rules-style-1.23.7.pom
io.gitlab.arturbosch.detekt	detekt-tooling	1.23.7	detekt-tooling-1.23.7.jar,detekt-tooling-1.23.7.module,detekt-tooling-1.23.7.pom
io.gitlab.arturbosch.detekt	detekt-utils	1.23.7	detekt-utils-1.23.7.jar,detekt-utils-1.23.7.module,detekt-utils-1.23.7.pom
io.gitlab.arturbosch.detekt	io.gitlab.arturbosch.detekt.gradle.plugin	1.23.7	io.gitlab.arturbosch.detekt.gradle.plugin-1.23.7.pom
io.grpc	grpc-api	1.57.0	grpc-api-1.57.0.jar,grpc-api-1.57.0.pom
io.grpc	grpc-context	1.57.0	grpc-context-1.57.0.jar,grpc-context-1.57.0.pom
io.grpc	grpc-core	1.57.0	grpc-core-1.57.0.jar,grpc-core-1.57.0.pom
io.grpc	grpc-netty	1.57.0	grpc-netty-1.57.0.jar,grpc-netty-1.57.0.pom
io.grpc	grpc-protobuf	1.57.0	grpc-protobuf-1.57.0.jar,grpc-protobuf-1.57.0.pom
io.grpc	grpc-protobuf-lite	1.57.0	grpc-protobuf-lite-1.57.0.jar,grpc-protobuf-lite-1.57.0.pom
io.grpc	grpc-stub	1.57.0	grpc-stub-1.57.0.jar,grpc-stub-1.57.0.pom
io.netty	netty-buffer	4.1.93.Final	netty-buffer-4.1.93.Final.jar,netty-buffer-4.1.93.Final.pom
io.netty	netty-codec	4.1.93.Final	netty-codec-4.1.93.Final.jar,netty-codec-4.1.93.Final.pom
io.netty	netty-codec-http	4.1.93.Final	netty-codec-http-4.1.93.Final.jar,netty-codec-http-4.1.93.Final.pom
io.netty	netty-codec-http2	4.1.93.Final	netty-codec-http2-4.1.93.Final.jar,netty-codec-http2-4.1.93.Final.pom
io.netty	netty-codec-socks	4.1.93.Final	netty-codec-socks-4.1.93.Final.jar,netty-codec-socks-4.1.93.Final.pom
io.netty	netty-common	4.1.93.Final	netty-common-4.1.93.Final.jar,netty-common-4.1.93.Final.pom
io.netty	netty-handler	4.1.93.Final	netty-handler-4.1.93.Final.jar,netty-handler-4.1.93.Final.pom
io.netty	netty-handler-proxy	4.1.93.Final	netty-handler-proxy-4.1.93.Final.jar,netty-handler-proxy-4.1.93.Final.pom
io.netty	netty-parent	4.1.93.Final	netty-parent-4.1.93.Final.pom
io.netty	netty-resolver	4.1.93.Final	netty-resolver-4.1.93.Final.jar,netty-resolver-4.1.93.Final.pom
io.netty	netty-transport	4.1.93.Final	netty-transport-4.1.93.Final.jar,netty-transport-4.1.93.Final.pom
io.netty	netty-transport-native-unix-common	4.1.93.Final	netty-transport-native-unix-common-4.1.93.Final.jar,netty-transport-native-unix-common-4.1.93.Final.pom
io.perfmark	perfmark-api	0.26.0	perfmark-api-0.26.0.jar,perfmark-api-0.26.0.module,perfmark-api-0.26.0.pom
it.unimi.dsi	fastutil-core	8.5.12	fastutil-core-8.5.12.jar,fastutil-core-8.5.12.pom
jakarta.activation	jakarta.activation-api	1.2.1	jakarta.activation-api-1.2.1.jar,jakarta.activation-api-1.2.1.pom
jakarta.xml.bind	jakarta.xml.bind-api	2.3.2	jakarta.xml.bind-api-2.3.2.jar,jakarta.xml.bind-api-2.3.2.pom
jakarta.xml.bind	jakarta.xml.bind-api-parent	2.3.2	jakarta.xml.bind-api-parent-2.3.2.pom
javax.annotation	javax.annotation-api	1.3.2	javax.annotation-api-1.3.2.jar,javax.annotation-api-1.3.2.pom
javax.inject	javax.inject	1	javax.inject-1.jar,javax.inject-1.pom
junit	junit	4.13.2	junit-4.13.2.jar,junit-4.13.2.pom
kxml2	kxml2	2.3.0	kxml2-2.3.0.pom
net.bytebuddy	byte-buddy	1.15.10	byte-buddy-1.15.10.jar,byte-buddy-1.15.10.pom
net.bytebuddy	byte-buddy-agent	1.15.10	byte-buddy-agent-1.15.10.jar,byte-buddy-agent-1.15.10.pom
net.bytebuddy	byte-buddy-parent	1.15.10	byte-buddy-parent-1.15.10.pom
net.java	jvnet-parent	1	jvnet-parent-1.pom
net.java	jvnet-parent	3	jvnet-parent-3.pom
net.java.dev.jna	jna	5.14.0	jna-5.14.0.jar,jna-5.14.0.pom
net.java.dev.jna	jna	5.6.0	jna-5.6.0.jar,jna-5.6.0.pom
net.java.dev.jna	jna-platform	5.6.0	jna-platform-5.6.0.jar,jna-platform-5.6.0.pom
net.sf.jopt-simple	jopt-simple	4.9	jopt-simple-4.9.jar,jopt-simple-4.9.pom
net.sf.kxml	kxml2	2.3.0	kxml2-2.3.0.jar,kxml2-2.3.0.pom
org.apache	apache	13	apache-13.pom
org.apache	apache	15	apache-15.pom
org.apache	apache	18	apache-18.pom
org.apache	apache	21	apache-21.pom
org.apache	apache	23	apache-23.pom
org.apache	apache	29	apache-29.pom
org.apache.commons	commons-compress	1.21	commons-compress-1.21.jar,commons-compress-1.21.pom
org.apache.commons	commons-parent	34	commons-parent-34.pom
org.apache.commons	commons-parent	35	commons-parent-35.pom
org.apache.commons	commons-parent	42	commons-parent-42.pom
org.apache.commons	commons-parent	52	commons-parent-52.pom
org.apache.commons	commons-parent	58	commons-parent-58.pom
org.apache.httpcomponents	httpclient	4.5.14	httpclient-4.5.14.jar,httpclient-4.5.14.pom
org.apache.httpcomponents	httpclient	4.5.6	httpclient-4.5.6.jar,httpclient-4.5.6.pom
org.apache.httpcomponents	httpcomponents-client	4.5.14	httpcomponents-client-4.5.14.pom
org.apache.httpcomponents	httpcomponents-client	4.5.6	httpcomponents-client-4.5.6.pom
org.apache.httpcomponents	httpcomponents-core	4.4.16	httpcomponents-core-4.4.16.pom
org.apache.httpcomponents	httpcomponents-parent	10	httpcomponents-parent-10.pom
org.apache.httpcomponents	httpcomponents-parent	11	httpcomponents-parent-11.pom
org.apache.httpcomponents	httpcore	4.4.16	httpcore-4.4.16.jar,httpcore-4.4.16.pom
org.apache.httpcomponents	httpmime	4.5.6	httpmime-4.5.6.jar,httpmime-4.5.6.pom
org.bitbucket.b_c	jose4j	0.9.5	jose4j-0.9.5.jar,jose4j-0.9.5.pom
org.bouncycastle	bcpkix-jdk18on	1.77	bcpkix-jdk18on-1.77.jar,bcpkix-jdk18on-1.77.pom
org.bouncycastle	bcprov-jdk18on	1.77	bcprov-jdk18on-1.77.jar,bcprov-jdk18on-1.77.pom
org.bouncycastle	bcutil-jdk18on	1.77	bcutil-jdk18on-1.77.jar,bcutil-jdk18on-1.77.pom
org.checkerframework	checker-qual	2.5.8	checker-qual-2.5.8.pom
org.checkerframework	checker-qual	3.33.0	checker-qual-3.33.0.jar,checker-qual-3.33.0.module,checker-qual-3.33.0.pom
org.checkerframework	checker-qual	3.37.0	checker-qual-3.37.0.module,checker-qual-3.37.0.pom
org.checkerframework	checker-qual	3.42.0	checker-qual-3.42.0.jar,checker-qual-3.42.0.module,checker-qual-3.42.0.pom
org.checkerframework	checker-qual	3.43.0	checker-qual-3.43.0.jar,checker-qual-3.43.0.module,checker-qual-3.43.0.pom
org.codehaus.groovy	groovy	3.0.21	groovy-3.0.21.jar,groovy-3.0.21.pom
org.codehaus.mojo	animal-sniffer-annotations	1.23	animal-sniffer-annotations-1.23.jar,animal-sniffer-annotations-1.23.pom
org.codehaus.mojo	animal-sniffer-parent	1.23	animal-sniffer-parent-1.23.pom
org.codehaus.mojo	mojo-parent	74	mojo-parent-74.pom
org.ec4j.core	ec4j-core	0.3.0	ec4j-core-0.3.0.jar,ec4j-core-0.3.0.pom
org.ec4j.core	ec4j-core-parent	0.3.0	ec4j-core-parent-0.3.0.pom
org.eclipse.ee4j	project	1.0.2	project-1.0.2.pom
org.eclipse.ee4j	project	1.0.5	project-1.0.5.pom
org.glassfish.jaxb	jaxb-bom	2.3.2	jaxb-bom-2.3.2.pom
org.glassfish.jaxb	jaxb-runtime	2.3.2	jaxb-runtime-2.3.2.jar,jaxb-runtime-2.3.2.pom
org.glassfish.jaxb	txw2	2.3.2	txw2-2.3.2.jar,txw2-2.3.2.pom
org.hamcrest	hamcrest-core	1.3	hamcrest-core-1.3.jar,hamcrest-core-1.3.pom
org.hamcrest	hamcrest-library	1.3	hamcrest-library-1.3.jar,hamcrest-library-1.3.pom
org.hamcrest	hamcrest-parent	1.3	hamcrest-parent-1.3.pom
org.jcommander	jcommander	1.85	jcommander-1.85.jar,jcommander-1.85.module,jcommander-1.85.pom
org.jdom	jdom2	2.0.6	jdom2-2.0.6.jar,jdom2-2.0.6.pom
org.jetbrains	annotations	13.0	annotations-13.0.jar,annotations-13.0.pom
org.jetbrains	annotations	23.0.0	annotations-23.0.0.jar,annotations-23.0.0.pom
org.jetbrains	markdown	0.7.0	markdown-0.7.0.module,markdown-0.7.0.pom
org.jetbrains	markdown-jvm	0.7.0	markdown-jvm-0.7.0.jar,markdown-jvm-0.7.0.module,markdown-jvm-0.7.0.pom
org.jetbrains.intellij.deps	trove4j	1.0.20200330	trove4j-1.0.20200330.jar,trove4j-1.0.20200330.pom
org.jetbrains.kotlin	compose-compiler-gradle-plugin	2.0.21	compose-compiler-gradle-plugin-2.0.21-gradle85.jar,compose-compiler-gradle-plugin-2.0.21.module,compose-compiler-gradle-plugin-2.0.21.pom
org.jetbrains.kotlin	kotlin-android-extensions-runtime	1.9.22	kotlin-android-extensions-runtime-1.9.22.jar,kotlin-android-extensions-runtime-1.9.22.pom
org.jetbrains.kotlin	kotlin-bom	1.9.25	kotlin-bom-1.9.25.pom
org.jetbrains.kotlin	kotlin-bom	2.0.21	kotlin-bom-2.0.21.pom
org.jetbrains.kotlin	kotlin-build-common	2.0.21	kotlin-build-common-2.0.21.jar,kotlin-build-common-2.0.21.pom
org.jetbrains.kotlin	kotlin-build-statistics	2.0.21	kotlin-build-statistics-2.0.21.jar,kotlin-build-statistics-2.0.21.pom
org.jetbrains.kotlin	kotlin-build-tools-api	2.0.21	kotlin-build-tools-api-2.0.21.jar,kotlin-build-tools-api-2.0.21.pom
org.jetbrains.kotlin	kotlin-build-tools-impl	2.0.21	kotlin-build-tools-impl-2.0.21.jar,kotlin-build-tools-impl-2.0.21.pom
org.jetbrains.kotlin	kotlin-compiler-embeddable	2.0.10	kotlin-compiler-embeddable-2.0.10.jar,kotlin-compiler-embeddable-2.0.10.pom
org.jetbrains.kotlin	kotlin-compiler-embeddable	2.0.21	kotlin-compiler-embeddable-2.0.21.jar,kotlin-compiler-embeddable-2.0.21.pom
org.jetbrains.kotlin	kotlin-compiler-runner	2.0.21	kotlin-compiler-runner-2.0.21.jar,kotlin-compiler-runner-2.0.21.pom
org.jetbrains.kotlin	kotlin-compose-compiler-plugin-embeddable	2.0.21	kotlin-compose-compiler-plugin-embeddable-2.0.21.jar,kotlin-compose-compiler-plugin-embeddable-2.0.21.pom
org.jetbrains.kotlin	kotlin-daemon-client	2.0.21	kotlin-daemon-client-2.0.21.jar,kotlin-daemon-client-2.0.21.pom
org.jetbrains.kotlin	kotlin-daemon-embeddable	2.0.10	kotlin-daemon-embeddable-2.0.10.jar,kotlin-daemon-embeddable-2.0.10.pom
org.jetbrains.kotlin	kotlin-daemon-embeddable	2.0.21	kotlin-daemon-embeddable-2.0.21.jar,kotlin-daemon-embeddable-2.0.21.pom
org.jetbrains.kotlin	kotlin-gradle-plugin	2.0.21	kotlin-gradle-plugin-2.0.21-gradle85.jar,kotlin-gradle-plugin-2.0.21.module,kotlin-gradle-plugin-2.0.21.pom
org.jetbrains.kotlin	kotlin-gradle-plugin-annotations	2.0.21	kotlin-gradle-plugin-annotations-2.0.21.jar,kotlin-gradle-plugin-annotations-2.0.21.pom
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21	kotlin-gradle-plugin-api-2.0.21-gradle85.jar,kotlin-gradle-plugin-api-2.0.21.jar,kotlin-gradle-plugin-api-2.0.21.module,kotlin-gradle-plugin-api-2.0.21.pom
org.jetbrains.kotlin	kotlin-gradle-plugin-idea	2.0.21	kotlin-gradle-plugin-idea-2.0.21.jar,kotlin-gradle-plugin-idea-2.0.21.module,kotlin-gradle-plugin-idea-2.0.21.pom
org.jetbrains.kotlin	kotlin-gradle-plugin-idea-proto	2.0.21	kotlin-gradle-plugin-idea-proto-2.0.21.jar,kotlin-gradle-plugin-idea-proto-2.0.21.pom
org.jetbrains.kotlin	kotlin-gradle-plugin-model	2.0.21	kotlin-gradle-plugin-model-2.0.21.jar,kotlin-gradle-plugin-model-2.0.21.module,kotlin-gradle-plugin-model-2.0.21.pom
org.jetbrains.kotlin	kotlin-gradle-plugins-bom	2.0.21	kotlin-gradle-plugins-bom-2.0.21.module,kotlin-gradle-plugins-bom-2.0.21.pom
org.jetbrains.kotlin	kotlin-klib-commonizer-api	2.0.21	kotlin-klib-commonizer-api-2.0.21.jar,kotlin-klib-commonizer-api-2.0.21.pom
org.jetbrains.kotlin	kotlin-metadata-jvm	2.1.10	kotlin-metadata-jvm-2.1.10.jar,kotlin-metadata-jvm-2.1.10.pom
org.jetbrains.kotlin	kotlin-native-utils	2.0.21	kotlin-native-utils-2.0.21.jar,kotlin-native-utils-2.0.21.pom
org.jetbrains.kotlin	kotlin-parcelize-runtime	1.9.22	kotlin-parcelize-runtime-1.9.22.jar,kotlin-parcelize-runtime-1.9.22.pom
org.jetbrains.kotlin	kotlin-reflect	1.6.10	kotlin-reflect-1.6.10.jar,kotlin-reflect-1.6.10.pom
org.jetbrains.kotlin	kotlin-reflect	1.8.21	kotlin-reflect-1.8.21.pom
org.jetbrains.kotlin	kotlin-reflect	1.9.20	kotlin-reflect-1.9.20.jar,kotlin-reflect-1.9.20.pom
org.jetbrains.kotlin	kotlin-reflect	1.9.23	kotlin-reflect-1.9.23.jar,kotlin-reflect-1.9.23.pom
org.jetbrains.kotlin	kotlin-reflect	1.9.24	kotlin-reflect-1.9.24.jar,kotlin-reflect-1.9.24.pom
org.jetbrains.kotlin	kotlin-reflect	2.0.10	kotlin-reflect-2.0.10.jar,kotlin-reflect-2.0.10.pom
org.jetbrains.kotlin	kotlin-reflect	2.0.21	kotlin-reflect-2.0.21.jar,kotlin-reflect-2.0.21.pom
org.jetbrains.kotlin	kotlin-script-runtime	2.0.10	kotlin-script-runtime-2.0.10.jar,kotlin-script-runtime-2.0.10.pom
org.jetbrains.kotlin	kotlin-script-runtime	2.0.21	kotlin-script-runtime-2.0.21.jar,kotlin-script-runtime-2.0.21.pom
org.jetbrains.kotlin	kotlin-scripting-common	2.0.21	kotlin-scripting-common-2.0.21.jar,kotlin-scripting-common-2.0.21.pom
org.jetbrains.kotlin	kotlin-scripting-compiler-embeddable	2.0.21	kotlin-scripting-compiler-embeddable-2.0.21.jar,kotlin-scripting-compiler-embeddable-2.0.21.pom
org.jetbrains.kotlin	kotlin-scripting-compiler-impl-embeddable	2.0.21	kotlin-scripting-compiler-impl-embeddable-2.0.21.jar,kotlin-scripting-compiler-impl-embeddable-2.0.21.pom
org.jetbrains.kotlin	kotlin-scripting-jvm	2.0.21	kotlin-scripting-jvm-2.0.21.jar,kotlin-scripting-jvm-2.0.21.pom
org.jetbrains.kotlin	kotlin-serialization	2.0.21	kotlin-serialization-2.0.21-gradle85.jar,kotlin-serialization-2.0.21.module,kotlin-serialization-2.0.21.pom
org.jetbrains.kotlin	kotlin-serialization-compiler-plugin-embeddable	2.0.21	kotlin-serialization-compiler-plugin-embeddable-2.0.21.jar,kotlin-serialization-compiler-plugin-embeddable-2.0.21.pom
org.jetbrains.kotlin	kotlin-stdlib	1.9.20	kotlin-stdlib-1.9.20.jar,kotlin-stdlib-1.9.20.module,kotlin-stdlib-1.9.20.pom
org.jetbrains.kotlin	kotlin-stdlib	1.9.23	kotlin-stdlib-1.9.23.jar,kotlin-stdlib-1.9.23.module,kotlin-stdlib-1.9.23.pom
org.jetbrains.kotlin	kotlin-stdlib	2.0.10	kotlin-stdlib-2.0.10.jar,kotlin-stdlib-2.0.10.module,kotlin-stdlib-2.0.10.pom
org.jetbrains.kotlin	kotlin-stdlib	2.0.20	kotlin-stdlib-2.0.20.module,kotlin-stdlib-2.0.20.pom
org.jetbrains.kotlin	kotlin-stdlib	2.0.21	kotlin-stdlib-2.0.21.jar,kotlin-stdlib-2.0.21.module,kotlin-stdlib-2.0.21.pom
org.jetbrains.kotlin	kotlin-stdlib	2.1.10	kotlin-stdlib-2.1.10.jar,kotlin-stdlib-2.1.10.module,kotlin-stdlib-2.1.10.pom
org.jetbrains.kotlin	kotlin-stdlib-common	1.8.22	kotlin-stdlib-common-1.8.22.pom
org.jetbrains.kotlin	kotlin-stdlib-common	2.0.10	kotlin-stdlib-common-2.0.10.module,kotlin-stdlib-common-2.0.10.pom
org.jetbrains.kotlin	kotlin-stdlib-common	2.0.21	kotlin-stdlib-common-2.0.21.module,kotlin-stdlib-common-2.0.21.pom
org.jetbrains.kotlin	kotlin-stdlib-common	2.1.10	kotlin-stdlib-common-2.1.10.module,kotlin-stdlib-common-2.1.10.pom
org.jetbrains.kotlin	kotlin-stdlib-jdk7	1.8.0	kotlin-stdlib-jdk7-1.8.0.jar,kotlin-stdlib-jdk7-1.8.0.pom
org.jetbrains.kotlin	kotlin-stdlib-jdk7	1.8.20	kotlin-stdlib-jdk7-1.8.20.jar,kotlin-stdlib-jdk7-1.8.20.pom
org.jetbrains.kotlin	kotlin-stdlib-jdk7	1.9.10	kotlin-stdlib-jdk7-1.9.10.jar,kotlin-stdlib-jdk7-1.9.10.pom
org.jetbrains.kotlin	kotlin-stdlib-jdk7	1.9.20	kotlin-stdlib-jdk7-1.9.20.jar,kotlin-stdlib-jdk7-1.9.20.pom
org.jetbrains.kotlin	kotlin-stdlib-jdk7	1.9.24	kotlin-stdlib-jdk7-1.9.24.jar,kotlin-stdlib-jdk7-1.9.24.pom
org.jetbrains.kotlin	kotlin-stdlib-jdk7	1.9.25	kotlin-stdlib-jdk7-1.9.25.jar,kotlin-stdlib-jdk7-1.9.25.pom
org.jetbrains.kotlin	kotlin-stdlib-jdk7	2.0.21	kotlin-stdlib-jdk7-2.0.21.jar,kotlin-stdlib-jdk7-2.0.21.pom
org.jetbrains.kotlin	kotlin-stdlib-jdk8	1.8.0	kotlin-stdlib-jdk8-1.8.0.jar,kotlin-stdlib-jdk8-1.8.0.pom
org.jetbrains.kotlin	kotlin-stdlib-jdk8	1.8.20	kotlin-stdlib-jdk8-1.8.20.jar,kotlin-stdlib-jdk8-1.8.20.pom
org.jetbrains.kotlin	kotlin-stdlib-jdk8	1.8.21	kotlin-stdlib-jdk8-1.8.21.pom
org.jetbrains.kotlin	kotlin-stdlib-jdk8	1.9.10	kotlin-stdlib-jdk8-1.9.10.jar,kotlin-stdlib-jdk8-1.9.10.pom
org.jetbrains.kotlin	kotlin-stdlib-jdk8	1.9.20	kotlin-stdlib-jdk8-1.9.20.jar,kotlin-stdlib-jdk8-1.9.20.pom
org.jetbrains.kotlin	kotlin-stdlib-jdk8	1.9.24	kotlin-stdlib-jdk8-1.9.24.jar,kotlin-stdlib-jdk8-1.9.24.pom
org.jetbrains.kotlin	kotlin-stdlib-jdk8	1.9.25	kotlin-stdlib-jdk8-1.9.25.jar,kotlin-stdlib-jdk8-1.9.25.pom
org.jetbrains.kotlin	kotlin-stdlib-jdk8	2.0.21	kotlin-stdlib-jdk8-2.0.21.jar,kotlin-stdlib-jdk8-2.0.21.pom
org.jetbrains.kotlin	kotlin-tooling-core	2.0.21	kotlin-tooling-core-2.0.21.jar,kotlin-tooling-core-2.0.21.pom
org.jetbrains.kotlin	kotlin-util-io	2.0.21	kotlin-util-io-2.0.21.jar,kotlin-util-io-2.0.21.pom
org.jetbrains.kotlin	kotlin-util-klib	2.0.21	kotlin-util-klib-2.0.21.jar,kotlin-util-klib-2.0.21.pom
org.jetbrains.kotlin.android	org.jetbrains.kotlin.android.gradle.plugin	2.0.21	org.jetbrains.kotlin.android.gradle.plugin-2.0.21.pom
org.jetbrains.kotlin.jvm	org.jetbrains.kotlin.jvm.gradle.plugin	2.0.21	org.jetbrains.kotlin.jvm.gradle.plugin-2.0.21.pom
org.jetbrains.kotlin.plugin.compose	org.jetbrains.kotlin.plugin.compose.gradle.plugin	2.0.21	org.jetbrains.kotlin.plugin.compose.gradle.plugin-2.0.21.pom
org.jetbrains.kotlin.plugin.serialization	org.jetbrains.kotlin.plugin.serialization.gradle.plugin	2.0.21	org.jetbrains.kotlin.plugin.serialization.gradle.plugin-2.0.21.pom
org.jetbrains.kotlinx	kotlinx-coroutines-android	1.6.4	kotlinx-coroutines-android-1.6.4.module,kotlinx-coroutines-android-1.6.4.pom
org.jetbrains.kotlinx	kotlinx-coroutines-android	1.7.3	kotlinx-coroutines-android-1.7.3.jar,kotlinx-coroutines-android-1.7.3.module,kotlinx-coroutines-android-1.7.3.pom
org.jetbrains.kotlinx	kotlinx-coroutines-android	1.9.0	kotlinx-coroutines-android-1.9.0.jar,kotlinx-coroutines-android-1.9.0.module,kotlinx-coroutines-android-1.9.0.pom
org.jetbrains.kotlinx	kotlinx-coroutines-bom	1.6.4	kotlinx-coroutines-bom-1.6.4.pom
org.jetbrains.kotlinx	kotlinx-coroutines-bom	1.7.1	kotlinx-coroutines-bom-1.7.1.pom
org.jetbrains.kotlinx	kotlinx-coroutines-bom	1.7.3	kotlinx-coroutines-bom-1.7.3.pom
org.jetbrains.kotlinx	kotlinx-coroutines-bom	1.9.0	kotlinx-coroutines-bom-1.9.0.pom
org.jetbrains.kotlinx	kotlinx-coroutines-core	1.3.4	kotlinx-coroutines-core-1.3.4.pom
org.jetbrains.kotlinx	kotlinx-coroutines-core	1.7.1	kotlinx-coroutines-core-1.7.1.module,kotlinx-coroutines-core-1.7.1.pom
org.jetbrains.kotlinx	kotlinx-coroutines-core	1.7.3	kotlinx-coroutines-core-1.7.3.module,kotlinx-coroutines-core-1.7.3.pom
org.jetbrains.kotlinx	kotlinx-coroutines-core	1.9.0	kotlinx-coroutines-core-1.9.0.module,kotlinx-coroutines-core-1.9.0.pom
org.jetbrains.kotlinx	kotlinx-coroutines-core-jvm	1.6.4	kotlinx-coroutines-core-jvm-1.6.4.jar,kotlinx-coroutines-core-jvm-1.6.4.module,kotlinx-coroutines-core-jvm-1.6.4.pom
org.jetbrains.kotlinx	kotlinx-coroutines-core-jvm	1.7.1	kotlinx-coroutines-core-jvm-1.7.1.jar,kotlinx-coroutines-core-jvm-1.7.1.module,kotlinx-coroutines-core-jvm-1.7.1.pom
org.jetbrains.kotlinx	kotlinx-coroutines-core-jvm	1.7.3	kotlinx-coroutines-core-jvm-1.7.3.jar,kotlinx-coroutines-core-jvm-1.7.3.module,kotlinx-coroutines-core-jvm-1.7.3.pom
org.jetbrains.kotlinx	kotlinx-coroutines-core-jvm	1.9.0	kotlinx-coroutines-core-jvm-1.9.0.jar,kotlinx-coroutines-core-jvm-1.9.0.module,kotlinx-coroutines-core-jvm-1.9.0.pom
org.jetbrains.kotlinx	kotlinx-coroutines-test	1.7.3	kotlinx-coroutines-test-1.7.3.module,kotlinx-coroutines-test-1.7.3.pom
org.jetbrains.kotlinx	kotlinx-coroutines-test	1.9.0	kotlinx-coroutines-test-1.9.0.module,kotlinx-coroutines-test-1.9.0.pom
org.jetbrains.kotlinx	kotlinx-coroutines-test-jvm	1.7.3	kotlinx-coroutines-test-jvm-1.7.3.module,kotlinx-coroutines-test-jvm-1.7.3.pom
org.jetbrains.kotlinx	kotlinx-coroutines-test-jvm	1.9.0	kotlinx-coroutines-test-jvm-1.9.0.jar,kotlinx-coroutines-test-jvm-1.9.0.module,kotlinx-coroutines-test-jvm-1.9.0.pom
org.jetbrains.kotlinx	kotlinx-html-jvm	0.8.1	kotlinx-html-jvm-0.8.1.jar,kotlinx-html-jvm-0.8.1.module,kotlinx-html-jvm-0.8.1.pom
org.jetbrains.kotlinx	kotlinx-metadata-jvm	0.9.0	kotlinx-metadata-jvm-0.9.0.jar,kotlinx-metadata-jvm-0.9.0.pom
org.jetbrains.kotlinx	kotlinx-serialization-bom	1.6.3	kotlinx-serialization-bom-1.6.3.pom
org.jetbrains.kotlinx	kotlinx-serialization-bom	1.7.3	kotlinx-serialization-bom-1.7.3.pom
org.jetbrains.kotlinx	kotlinx-serialization-core	1.4.1	kotlinx-serialization-core-1.4.1.module,kotlinx-serialization-core-1.4.1.pom
org.jetbrains.kotlinx	kotlinx-serialization-core	1.6.3	kotlinx-serialization-core-1.6.3.module,kotlinx-serialization-core-1.6.3.pom
org.jetbrains.kotlinx	kotlinx-serialization-core	1.7.3	kotlinx-serialization-core-1.7.3.module,kotlinx-serialization-core-1.7.3.pom
org.jetbrains.kotlinx	kotlinx-serialization-core-jvm	1.4.1	kotlinx-serialization-core-jvm-1.4.1.jar,kotlinx-serialization-core-jvm-1.4.1.module,kotlinx-serialization-core-jvm-1.4.1.pom
org.jetbrains.kotlinx	kotlinx-serialization-core-jvm	1.6.3	kotlinx-serialization-core-jvm-1.6.3.jar,kotlinx-serialization-core-jvm-1.6.3.module,kotlinx-serialization-core-jvm-1.6.3.pom
org.jetbrains.kotlinx	kotlinx-serialization-core-jvm	1.7.3	kotlinx-serialization-core-jvm-1.7.3.jar,kotlinx-serialization-core-jvm-1.7.3.module,kotlinx-serialization-core-jvm-1.7.3.pom
org.jetbrains.kotlinx	kotlinx-serialization-json	1.4.1	kotlinx-serialization-json-1.4.1.module,kotlinx-serialization-json-1.4.1.pom
org.jetbrains.kotlinx	kotlinx-serialization-json	1.6.3	kotlinx-serialization-json-1.6.3.module,kotlinx-serialization-json-1.6.3.pom
org.jetbrains.kotlinx	kotlinx-serialization-json	1.7.3	kotlinx-serialization-json-1.7.3.module,kotlinx-serialization-json-1.7.3.pom
org.jetbrains.kotlinx	kotlinx-serialization-json-jvm	1.4.1	kotlinx-serialization-json-jvm-1.4.1.jar,kotlinx-serialization-json-jvm-1.4.1.module,kotlinx-serialization-json-jvm-1.4.1.pom
org.jetbrains.kotlinx	kotlinx-serialization-json-jvm	1.6.3	kotlinx-serialization-json-jvm-1.6.3.jar,kotlinx-serialization-json-jvm-1.6.3.module,kotlinx-serialization-json-jvm-1.6.3.pom
org.jetbrains.kotlinx	kotlinx-serialization-json-jvm	1.7.3	kotlinx-serialization-json-jvm-1.7.3.jar,kotlinx-serialization-json-jvm-1.7.3.module,kotlinx-serialization-json-jvm-1.7.3.pom
org.jlleitschuh.gradle	ktlint-gradle	12.1.2	ktlint-gradle-12.1.2.jar,ktlint-gradle-12.1.2.module,ktlint-gradle-12.1.2.pom
org.jlleitschuh.gradle.ktlint	org.jlleitschuh.gradle.ktlint.gradle.plugin	12.1.2	org.jlleitschuh.gradle.ktlint.gradle.plugin-12.1.2.pom
org.jspecify	jspecify	0.3.0	jspecify-0.3.0.module,jspecify-0.3.0.pom
org.jspecify	jspecify	1.0.0	jspecify-1.0.0.jar,jspecify-1.0.0.module,jspecify-1.0.0.pom
org.junit	junit-bom	5.9.2	junit-bom-5.9.2.module,junit-bom-5.9.2.pom
org.junit	junit-bom	5.9.3	junit-bom-5.9.3.module,junit-bom-5.9.3.pom
org.jvnet.staxex	stax-ex	1.8.1	stax-ex-1.8.1.jar,stax-ex-1.8.1.pom
org.ow2	ow2	1.5.1	ow2-1.5.1.pom
