group	artifact	version	license	binary_files
net.bytebuddy	byte-buddy	1.15.10	UNKNOWN - inspect embedded metadata/NOTICE	byte-buddy-1.15.10.jar
net.bytebuddy	byte-buddy-agent	1.15.10	UNKNOWN - inspect embedded metadata/NOTICE	byte-buddy-agent-1.15.10.jar
net.bytebuddy	byte-buddy-parent	1.15.10	Apache License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
net.java	jvnet-parent	1	UNKNOWN - inspect embedded metadata/NOTICE	
net.java	jvnet-parent	3	UNKNOWN - inspect embedded metadata/NOTICE	
net.java.dev.jna	jna	5.14.0	LGPL-2.1-or-later (https://www.gnu.org/licenses/old-licenses/lgpl-2.1); Apache-2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	jna-5.14.0.jar
net.java.dev.jna	jna	5.6.0	LGPL, version 2.1 (http://www.gnu.org/licenses/licenses.html); Apache License v2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	jna-5.6.0.jar
net.java.dev.jna	jna-platform	5.6.0	LGPL, version 2.1 (http://www.gnu.org/licenses/licenses.html); Apache License v2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	jna-platform-5.6.0.jar
net.sf.jopt-simple	jopt-simple	4.9	The MIT License (http://www.opensource.org/licenses/mit-license.php)	jopt-simple-4.9.jar
net.sf.kxml	kxml2	2.3.0	BSD style (http://kxml.cvs.sourceforge.net/viewvc/kxml/kxml2/license.txt?view=markup); Public Domain (http://creativecommons.org/licenses/publicdomain)	kxml2-2.3.0.jar
org.apache	apache	13	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
org.apache	apache	15	Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
org.apache	apache	18	Apache License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.apache	apache	21	Apache License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.apache	apache	23	Apache License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.apache	apache	29	Apache-2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.apache.commons	commons-compress	1.21	UNKNOWN - inspect embedded metadata/NOTICE	commons-compress-1.21.jar
org.apache.commons	commons-parent	34	UNKNOWN - inspect embedded metadata/NOTICE	
org.apache.commons	commons-parent	35	UNKNOWN - inspect embedded metadata/NOTICE	
org.apache.commons	commons-parent	42	UNKNOWN - inspect embedded metadata/NOTICE	
org.apache.commons	commons-parent	52	UNKNOWN - inspect embedded metadata/NOTICE	
org.apache.commons	commons-parent	58	UNKNOWN - inspect embedded metadata/NOTICE	
org.apache.httpcomponents	httpclient	4.5.14	UNKNOWN - inspect embedded metadata/NOTICE	httpclient-4.5.14.jar
org.apache.httpcomponents	httpclient	4.5.6	UNKNOWN - inspect embedded metadata/NOTICE	httpclient-4.5.6.jar
org.apache.httpcomponents	httpcomponents-client	4.5.14	Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
org.apache.httpcomponents	httpcomponents-client	4.5.6	Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
org.apache.httpcomponents	httpcomponents-core	4.4.16	Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
org.apache.httpcomponents	httpcomponents-parent	10	UNKNOWN - inspect embedded metadata/NOTICE	
org.apache.httpcomponents	httpcomponents-parent	11	UNKNOWN - inspect embedded metadata/NOTICE	
org.apache.httpcomponents	httpcore	4.4.16	UNKNOWN - inspect embedded metadata/NOTICE	httpcore-4.4.16.jar
org.apache.httpcomponents	httpmime	4.5.6	UNKNOWN - inspect embedded metadata/NOTICE	httpmime-4.5.6.jar
org.bitbucket.b_c	jose4j	0.9.5	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	jose4j-0.9.5.jar
org.bouncycastle	bcpkix-jdk18on	1.77	Bouncy Castle Licence (https://www.bouncycastle.org/licence.html)	bcpkix-jdk18on-1.77.jar
org.bouncycastle	bcprov-jdk18on	1.77	Bouncy Castle Licence (https://www.bouncycastle.org/licence.html)	bcprov-jdk18on-1.77.jar
org.bouncycastle	bcutil-jdk18on	1.77	Bouncy Castle Licence (https://www.bouncycastle.org/licence.html)	bcutil-jdk18on-1.77.jar
org.checkerframework	checker-qual	2.5.8	The MIT License (http://opensource.org/licenses/MIT)	
org.checkerframework	checker-qual	3.33.0	The MIT License (http://opensource.org/licenses/MIT)	checker-qual-3.33.0.jar
org.checkerframework	checker-qual	3.37.0	The MIT License (http://opensource.org/licenses/MIT)	
org.checkerframework	checker-qual	3.42.0	The MIT License (http://opensource.org/licenses/MIT)	checker-qual-3.42.0.jar
org.checkerframework	checker-qual	3.43.0	The MIT License (http://opensource.org/licenses/MIT)	checker-qual-3.43.0.jar
org.codehaus.groovy	groovy	3.0.21	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	groovy-3.0.21.jar
org.codehaus.mojo	animal-sniffer-annotations	1.23	UNKNOWN - inspect embedded metadata/NOTICE	animal-sniffer-annotations-1.23.jar
org.codehaus.mojo	animal-sniffer-parent	1.23	MIT license (https://spdx.org/licenses/MIT.txt)	
org.codehaus.mojo	mojo-parent	74	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.ec4j.core	ec4j-core	0.3.0	UNKNOWN - inspect embedded metadata/NOTICE	ec4j-core-0.3.0.jar
org.ec4j.core	ec4j-core-parent	0.3.0	Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
org.eclipse.ee4j	project	1.0.2	Eclipse Public License v. 2.0 (https://www.eclipse.org/org/documents/epl-2.0/EPL-2.0.txt); GNU General Public License, version 2 with the GNU Classpath Exception (https://www.gnu.org/software/classpath/license.html)	
org.eclipse.ee4j	project	1.0.5	Eclipse Public License v. 2.0 (https://www.eclipse.org/org/documents/epl-2.0/EPL-2.0.txt); GNU General Public License, version 2 with the GNU Classpath Exception (https://www.gnu.org/software/classpath/license.html)	
org.glassfish.jaxb	jaxb-bom	2.3.2	UNKNOWN - inspect embedded metadata/NOTICE	
org.glassfish.jaxb	jaxb-runtime	2.3.2	UNKNOWN - inspect embedded metadata/NOTICE	jaxb-runtime-2.3.2.jar
org.glassfish.jaxb	txw2	2.3.2	UNKNOWN - inspect embedded metadata/NOTICE	txw2-2.3.2.jar
org.hamcrest	hamcrest-core	1.3	UNKNOWN - inspect embedded metadata/NOTICE	hamcrest-core-1.3.jar
org.hamcrest	hamcrest-library	1.3	UNKNOWN - inspect embedded metadata/NOTICE	hamcrest-library-1.3.jar
org.hamcrest	hamcrest-parent	1.3	New BSD License (http://www.opensource.org/licenses/bsd-license.php)	
org.jcommander	jcommander	1.85	Apache License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	jcommander-1.85.jar
org.jdom	jdom2	2.0.6	Similar to Apache License but with the acknowledgment clause removed (https://raw.github.com/hunterhacker/jdom/master/LICENSE.txt)	jdom2-2.0.6.jar
org.jetbrains	annotations	13.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	annotations-13.0.jar
org.jetbrains	annotations	23.0.0	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	annotations-23.0.0.jar
org.jetbrains	markdown	0.7.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains	markdown-jvm	0.7.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	markdown-jvm-0.7.0.jar
org.jetbrains.intellij.deps	trove4j	1.0.20200330	GNU LESSER GENERAL PUBLIC LICENSE 2.1 (https://www.gnu.org/licenses/old-licenses/lgpl-2.1.en.html)	trove4j-1.0.20200330.jar
org.jetbrains.kotlin	compose-compiler-gradle-plugin	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	compose-compiler-gradle-plugin-2.0.21-gradle85.jar
org.jetbrains.kotlin	kotlin-android-extensions-runtime	1.9.22	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-android-extensions-runtime-1.9.22.jar
org.jetbrains.kotlin	kotlin-bom	1.9.25	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlin	kotlin-bom	2.0.21	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlin	kotlin-build-common	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-build-common-2.0.21.jar
org.jetbrains.kotlin	kotlin-build-statistics	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-build-statistics-2.0.21.jar
org.jetbrains.kotlin	kotlin-build-tools-api	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-build-tools-api-2.0.21.jar
org.jetbrains.kotlin	kotlin-build-tools-impl	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-build-tools-impl-2.0.21.jar
org.jetbrains.kotlin	kotlin-compiler-embeddable	2.0.10	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-compiler-embeddable-2.0.10.jar
org.jetbrains.kotlin	kotlin-compiler-embeddable	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-compiler-embeddable-2.0.21.jar
org.jetbrains.kotlin	kotlin-compiler-runner	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-compiler-runner-2.0.21.jar
org.jetbrains.kotlin	kotlin-compose-compiler-plugin-embeddable	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-compose-compiler-plugin-embeddable-2.0.21.jar
org.jetbrains.kotlin	kotlin-daemon-client	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-daemon-client-2.0.21.jar
org.jetbrains.kotlin	kotlin-daemon-embeddable	2.0.10	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-daemon-embeddable-2.0.10.jar
org.jetbrains.kotlin	kotlin-daemon-embeddable	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-daemon-embeddable-2.0.21.jar
org.jetbrains.kotlin	kotlin-gradle-plugin	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-gradle-plugin-2.0.21-gradle85.jar
org.jetbrains.kotlin	kotlin-gradle-plugin-annotations	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-gradle-plugin-annotations-2.0.21.jar
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-gradle-plugin-api-2.0.21-gradle85.jar,kotlin-gradle-plugin-api-2.0.21.jar
org.jetbrains.kotlin	kotlin-gradle-plugin-idea	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-gradle-plugin-idea-2.0.21.jar
org.jetbrains.kotlin	kotlin-gradle-plugin-idea-proto	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-gradle-plugin-idea-proto-2.0.21.jar
org.jetbrains.kotlin	kotlin-gradle-plugin-model	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-gradle-plugin-model-2.0.21.jar
org.jetbrains.kotlin	kotlin-gradle-plugins-bom	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlin	kotlin-klib-commonizer-api	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-klib-commonizer-api-2.0.21.jar
org.jetbrains.kotlin	kotlin-metadata-jvm	2.1.10	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-metadata-jvm-2.1.10.jar
org.jetbrains.kotlin	kotlin-native-utils	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-native-utils-2.0.21.jar
org.jetbrains.kotlin	kotlin-parcelize-runtime	1.9.22	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-parcelize-runtime-1.9.22.jar
org.jetbrains.kotlin	kotlin-reflect	1.6.10	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-reflect-1.6.10.jar
org.jetbrains.kotlin	kotlin-reflect	1.8.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlin	kotlin-reflect	1.9.20	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-reflect-1.9.20.jar
org.jetbrains.kotlin	kotlin-reflect	1.9.23	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-reflect-1.9.23.jar
org.jetbrains.kotlin	kotlin-reflect	1.9.24	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-reflect-1.9.24.jar
org.jetbrains.kotlin	kotlin-reflect	2.0.10	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-reflect-2.0.10.jar
org.jetbrains.kotlin	kotlin-reflect	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-reflect-2.0.21.jar
org.jetbrains.kotlin	kotlin-script-runtime	2.0.10	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-script-runtime-2.0.10.jar
org.jetbrains.kotlin	kotlin-script-runtime	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-script-runtime-2.0.21.jar
org.jetbrains.kotlin	kotlin-scripting-common	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-scripting-common-2.0.21.jar
org.jetbrains.kotlin	kotlin-scripting-compiler-embeddable	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-scripting-compiler-embeddable-2.0.21.jar
org.jetbrains.kotlin	kotlin-scripting-compiler-impl-embeddable	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-scripting-compiler-impl-embeddable-2.0.21.jar
org.jetbrains.kotlin	kotlin-scripting-jvm	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-scripting-jvm-2.0.21.jar
org.jetbrains.kotlin	kotlin-serialization	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-serialization-2.0.21-gradle85.jar
org.jetbrains.kotlin	kotlin-serialization-compiler-plugin-embeddable	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-serialization-compiler-plugin-embeddable-2.0.21.jar
org.jetbrains.kotlin	kotlin-stdlib	1.9.20	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-stdlib-1.9.20.jar
org.jetbrains.kotlin	kotlin-stdlib	1.9.23	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-stdlib-1.9.23.jar
org.jetbrains.kotlin	kotlin-stdlib	2.0.10	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-stdlib-2.0.10.jar
org.jetbrains.kotlin	kotlin-stdlib	2.0.20	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlin	kotlin-stdlib	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-stdlib-2.0.21.jar
org.jetbrains.kotlin	kotlin-stdlib	2.1.10	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-stdlib-2.1.10.jar
org.jetbrains.kotlin	kotlin-stdlib-common	1.8.22	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlin	kotlin-stdlib-common	2.0.10	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlin	kotlin-stdlib-common	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlin	kotlin-stdlib-common	2.1.10	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlin	kotlin-stdlib-jdk7	1.8.0	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-stdlib-jdk7-1.8.0.jar
org.jetbrains.kotlin	kotlin-stdlib-jdk7	1.8.20	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-stdlib-jdk7-1.8.20.jar
org.jetbrains.kotlin	kotlin-stdlib-jdk7	1.9.10	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-stdlib-jdk7-1.9.10.jar
org.jetbrains.kotlin	kotlin-stdlib-jdk7	1.9.20	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-stdlib-jdk7-1.9.20.jar
org.jetbrains.kotlin	kotlin-stdlib-jdk7	1.9.24	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-stdlib-jdk7-1.9.24.jar
org.jetbrains.kotlin	kotlin-stdlib-jdk7	1.9.25	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-stdlib-jdk7-1.9.25.jar
org.jetbrains.kotlin	kotlin-stdlib-jdk7	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-stdlib-jdk7-2.0.21.jar
org.jetbrains.kotlin	kotlin-stdlib-jdk8	1.8.0	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-stdlib-jdk8-1.8.0.jar
org.jetbrains.kotlin	kotlin-stdlib-jdk8	1.8.20	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-stdlib-jdk8-1.8.20.jar
org.jetbrains.kotlin	kotlin-stdlib-jdk8	1.8.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlin	kotlin-stdlib-jdk8	1.9.10	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-stdlib-jdk8-1.9.10.jar
org.jetbrains.kotlin	kotlin-stdlib-jdk8	1.9.20	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-stdlib-jdk8-1.9.20.jar
org.jetbrains.kotlin	kotlin-stdlib-jdk8	1.9.24	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-stdlib-jdk8-1.9.24.jar
org.jetbrains.kotlin	kotlin-stdlib-jdk8	1.9.25	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-stdlib-jdk8-1.9.25.jar
org.jetbrains.kotlin	kotlin-stdlib-jdk8	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-stdlib-jdk8-2.0.21.jar
org.jetbrains.kotlin	kotlin-tooling-core	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-tooling-core-2.0.21.jar
org.jetbrains.kotlin	kotlin-util-io	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-util-io-2.0.21.jar
org.jetbrains.kotlin	kotlin-util-klib	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-util-klib-2.0.21.jar
org.jetbrains.kotlin.android	org.jetbrains.kotlin.android.gradle.plugin	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlin.jvm	org.jetbrains.kotlin.jvm.gradle.plugin	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlin.plugin.compose	org.jetbrains.kotlin.plugin.compose.gradle.plugin	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlin.plugin.serialization	org.jetbrains.kotlin.plugin.serialization.gradle.plugin	2.0.21	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlinx	kotlinx-coroutines-android	1.6.4	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlinx	kotlinx-coroutines-android	1.7.3	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	kotlinx-coroutines-android-1.7.3.jar
org.jetbrains.kotlinx	kotlinx-coroutines-android	1.9.0	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	kotlinx-coroutines-android-1.9.0.jar
org.jetbrains.kotlinx	kotlinx-coroutines-bom	1.6.4	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlinx	kotlinx-coroutines-bom	1.7.1	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlinx	kotlinx-coroutines-bom	1.7.3	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlinx	kotlinx-coroutines-bom	1.9.0	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlinx	kotlinx-coroutines-core	1.3.4	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlinx	kotlinx-coroutines-core	1.7.1	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlinx	kotlinx-coroutines-core	1.7.3	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlinx	kotlinx-coroutines-core	1.9.0	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlinx	kotlinx-coroutines-core-jvm	1.6.4	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	kotlinx-coroutines-core-jvm-1.6.4.jar
org.jetbrains.kotlinx	kotlinx-coroutines-core-jvm	1.7.1	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	kotlinx-coroutines-core-jvm-1.7.1.jar
org.jetbrains.kotlinx	kotlinx-coroutines-core-jvm	1.7.3	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	kotlinx-coroutines-core-jvm-1.7.3.jar
org.jetbrains.kotlinx	kotlinx-coroutines-core-jvm	1.9.0	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	kotlinx-coroutines-core-jvm-1.9.0.jar
org.jetbrains.kotlinx	kotlinx-coroutines-test	1.7.3	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlinx	kotlinx-coroutines-test	1.9.0	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlinx	kotlinx-coroutines-test-jvm	1.7.3	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlinx	kotlinx-coroutines-test-jvm	1.9.0	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	kotlinx-coroutines-test-jvm-1.9.0.jar
org.jetbrains.kotlinx	kotlinx-html-jvm	0.8.1	The Apache License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	kotlinx-html-jvm-0.8.1.jar
org.jetbrains.kotlinx	kotlinx-metadata-jvm	0.9.0	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlinx-metadata-jvm-0.9.0.jar
org.jetbrains.kotlinx	kotlinx-serialization-bom	1.6.3	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlinx	kotlinx-serialization-bom	1.7.3	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlinx	kotlinx-serialization-core	1.4.1	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlinx	kotlinx-serialization-core	1.6.3	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlinx	kotlinx-serialization-core	1.7.3	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlinx	kotlinx-serialization-core-jvm	1.4.1	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	kotlinx-serialization-core-jvm-1.4.1.jar
org.jetbrains.kotlinx	kotlinx-serialization-core-jvm	1.6.3	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	kotlinx-serialization-core-jvm-1.6.3.jar
org.jetbrains.kotlinx	kotlinx-serialization-core-jvm	1.7.3	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	kotlinx-serialization-core-jvm-1.7.3.jar
org.jetbrains.kotlinx	kotlinx-serialization-json	1.4.1	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlinx	kotlinx-serialization-json	1.6.3	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlinx	kotlinx-serialization-json	1.7.3	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
org.jetbrains.kotlinx	kotlinx-serialization-json-jvm	1.4.1	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	kotlinx-serialization-json-jvm-1.4.1.jar
org.jetbrains.kotlinx	kotlinx-serialization-json-jvm	1.6.3	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	kotlinx-serialization-json-jvm-1.6.3.jar
org.jetbrains.kotlinx	kotlinx-serialization-json-jvm	1.7.3	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	kotlinx-serialization-json-jvm-1.7.3.jar
org.jlleitschuh.gradle	ktlint-gradle	12.1.2	UNKNOWN - inspect embedded metadata/NOTICE	ktlint-gradle-12.1.2.jar
org.jlleitschuh.gradle.ktlint	org.jlleitschuh.gradle.ktlint.gradle.plugin	12.1.2	UNKNOWN - inspect embedded metadata/NOTICE	
